Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,shipping date (DateOrders),Shipping Mode,Shipping_Id
4,2,Late delivery,1,1/16/2018 4:34,Second Class,387
4,2,Late delivery,1,1/16/2018 2:49,Second Class,392
4,2,Late delivery,1,1/15/2018 16:19,Second Class,422
4,2,Late delivery,1,1/15/2018 14:34,Second Class,427
4,2,Late delivery,1,04-11-2017 08:28,Second Class,466
4,2,Late delivery,1,05-11-2017 10:11,Second Class,468
4,2,Late delivery,1,03-05-2017 03:05,Second Class,472
4,2,Late delivery,1,07-09-2016 05:42,Second Class,482
4,2,Late delivery,1,9/20/2017 0:32,Second Class,498
4,2,Late delivery,1,09-09-2015 11:02,Second Class,514
4,2,Late delivery,1,9/22/2015 23:06,Second Class,523
4,2,Late delivery,1,09-10-2015 02:48,Second Class,524
4,2,Late delivery,1,10/13/2016 22:44,Second Class,527
4,2,Late delivery,1,07-08-2015 02:32,Second Class,529
4,2,Late delivery,1,07-09-2015 08:19,Second Class,545
4,2,Late delivery,1,12-02-2016 03:24,Second Class,546
4,2,Late delivery,1,10-03-2015 09:36,Second Class,552
4,2,Late delivery,1,7/18/2015 18:17,Second Class,555
4,2,Late delivery,1,07-03-2015 20:56,Second Class,566
4,2,Late delivery,1,10-10-2016 10:39,Second Class,569
4,2,Late delivery,1,1/15/2018 4:03,Second Class,987
4,2,Late delivery,1,1/14/2018 22:48,Second Class,1002
4,2,Late delivery,1,1/14/2018 21:03,Second Class,1007
4,2,Late delivery,1,1/14/2018 19:17,Second Class,1012
4,2,Late delivery,1,1/14/2018 17:32,Second Class,1017
4,2,Late delivery,1,1/14/2018 12:17,Second Class,1032
4,2,Late delivery,1,12-08-2017 17:25,Second Class,1045
4,2,Late delivery,1,12-07-2017 02:53,Second Class,1155
4,2,Late delivery,1,05-04-2015 03:30,Second Class,1166
4,2,Late delivery,1,05-10-2015 04:54,Second Class,1168
4,2,Late delivery,1,2/20/2016 12:54,Second Class,1171
4,2,Late delivery,1,07-06-2017 20:16,Second Class,1289
4,2,Late delivery,1,09-11-2017 08:05,Second Class,1295
4,2,Late delivery,1,8/29/2015 21:02,Second Class,1299
4,2,Late delivery,1,7/18/2017 10:47,Second Class,1302
4,2,Late delivery,1,10/23/2017 16:05,Second Class,1303
4,2,Late delivery,1,7/17/2017 1:30,Second Class,1309
4,2,Late delivery,1,10/17/2015 20:26,Second Class,1310
4,2,Late delivery,1,6/15/2015 2:45,Second Class,1313
4,2,Late delivery,1,9/23/2017 3:52,Second Class,1314
4,2,Late delivery,1,10-12-2015 10:49,Second Class,1318
4,2,Late delivery,1,07-11-2015 05:52,Second Class,1320
4,2,Late delivery,1,09-05-2017 11:57,Second Class,1324
4,2,Late delivery,1,9/29/2015 18:01,Second Class,1340
4,2,Late delivery,1,6/30/2017 20:37,Second Class,1342
4,2,Late delivery,1,6/22/2015 1:09,Second Class,1344
4,2,Late delivery,1,7/31/2015 4:05,Second Class,1348
4,2,Late delivery,1,11/14/2017 4:50,Second Class,1354
4,2,Late delivery,1,11/13/2017 7:49,Second Class,1356
4,2,Late delivery,1,11-06-2017 23:25,Second Class,1361
4,2,Late delivery,1,6/27/2017 19:03,Second Class,1364
4,2,Late delivery,1,6/28/2017 2:03,Second Class,1367
4,2,Late delivery,1,7/29/2017 14:48,Second Class,1374
4,2,Late delivery,1,06-03-2015 15:43,Second Class,1391
4,2,Late delivery,1,12-06-2017 21:37,Second Class,2173
4,2,Late delivery,1,12-06-2017 18:07,Second Class,2183
4,2,Late delivery,1,2/24/2017 14:08,Second Class,2202
4,2,Late delivery,1,1/15/2017 17:42,Second Class,2218
4,2,Late delivery,1,12/21/2016 22:07,Second Class,2228
4,2,Late delivery,1,11/18/2016 17:05,Second Class,2236
4,2,Late delivery,1,6/16/2016 23:26,Second Class,2291
4,2,Late delivery,1,1/13/2016 14:01,Second Class,2346
4,2,Late delivery,1,01-07-2016 12:37,Second Class,2347
4,2,Late delivery,1,07-04-2015 09:12,Second Class,2412
4,2,Late delivery,1,6/13/2015 20:58,Second Class,2421
4,2,Late delivery,1,5/24/2015 13:59,Second Class,2426
4,2,Late delivery,1,5/16/2015 20:18,Second Class,2432
4,2,Late delivery,1,05-07-2015 13:50,Second Class,2438
4,2,Late delivery,1,2/14/2015 18:09,Second Class,2762
4,2,Late delivery,1,04-02-2017 03:45,Second Class,2763
4,2,Late delivery,1,5/14/2015 21:00,Second Class,2769
4,2,Late delivery,1,05-10-2015 18:55,Second Class,2780
4,2,Late delivery,1,05-01-2015 12:27,Second Class,2785
4,2,Late delivery,1,06-11-2017 17:40,Second Class,2786
4,2,Late delivery,1,1/26/2017 12:57,Second Class,2791
4,2,Late delivery,1,06-05-2017 11:01,Second Class,2801
4,2,Late delivery,1,4/26/2017 7:34,Second Class,2809
4,2,Late delivery,1,3/26/2017 19:21,Second Class,2815
4,2,Late delivery,1,1/27/2017 9:58,Second Class,2818
4,2,Late delivery,1,1/31/2017 12:04,Second Class,2821
4,2,Late delivery,1,05-08-2017 03:21,Second Class,2823
4,2,Late delivery,1,3/16/2015 18:07,Second Class,2824
4,2,Late delivery,1,2/15/2015 8:10,Second Class,2829
4,2,Late delivery,1,03-02-2015 03:46,Second Class,2831
4,2,Late delivery,1,06-12-2017 12:56,Second Class,2843
4,2,Late delivery,1,4/20/2015 15:26,Second Class,2852
4,2,Late delivery,1,2/17/2017 13:58,Second Class,2859
4,2,Late delivery,1,04-07-2015 01:37,Second Class,2870
4,2,Late delivery,1,03-01-2015 06:45,Second Class,2881
4,2,Late delivery,1,4/27/2017 18:36,Second Class,2893
4,2,Late delivery,1,02-07-2015 16:14,Second Class,2897
4,2,Late delivery,1,1/14/2018 5:17,Second Class,2906
4,2,Late delivery,1,11/23/2017 18:19,Second Class,2914
4,2,Late delivery,1,12/28/2015 10:53,Second Class,2934
4,2,Late delivery,1,03-06-2016 15:31,Second Class,2937
4,2,Late delivery,1,11-05-2015 05:52,Second Class,2947
4,2,Late delivery,1,10/19/2016 4:52,Second Class,2955
4,2,Late delivery,1,12/17/2017 1:07,Second Class,2958
4,2,Late delivery,1,02-04-2018 05:46,Second Class,2960
4,2,Late delivery,1,10-12-2016 04:42,Second Class,2962
4,2,Late delivery,1,01-01-2018 12:29,Second Class,2969
4,2,Late delivery,1,12/25/2017 10:34,Second Class,2972
4,2,Late delivery,1,12/22/2015 14:44,Second Class,2978
4,2,Late delivery,1,01-08-2018 14:24,Second Class,2980
4,2,Late delivery,1,10/19/2016 11:52,Second Class,2986
4,2,Late delivery,1,2/24/2016 4:29,Second Class,2989
4,2,Late delivery,1,11/28/2017 3:25,Second Class,2991
4,2,Late delivery,1,3/31/2016 16:21,Second Class,2993
4,2,Late delivery,1,9/14/2016 12:47,Second Class,2997
4,2,Late delivery,1,12-04-2015 12:19,Second Class,2998
4,2,Late delivery,1,04-04-2016 23:42,Second Class,3002
4,2,Late delivery,1,10/29/2015 0:27,Second Class,3004
4,2,Late delivery,1,03-11-2016 02:22,Second Class,3005
4,2,Late delivery,1,1/16/2016 12:05,Second Class,3011
4,2,Late delivery,1,1/16/2016 10:20,Second Class,3014
4,2,Late delivery,1,11-11-2015 16:01,Second Class,3015
4,2,Late delivery,1,3/30/2016 3:34,Second Class,3016
4,2,Late delivery,1,10-10-2016 08:54,Second Class,3163
4,2,Late delivery,1,01-12-2017 23:08,Second Class,3174
4,2,Late delivery,1,08-03-2015 07:24,Second Class,3175
4,2,Late delivery,1,7/14/2015 19:42,Second Class,3176
4,2,Late delivery,1,8/30/2015 7:33,Second Class,3177
4,2,Late delivery,1,6/15/2016 8:53,Second Class,4387
4,2,Late delivery,1,5/21/2016 16:48,Second Class,4393
4,2,Late delivery,1,03-12-2016 13:24,Second Class,4416
4,2,Late delivery,1,2/17/2016 14:50,Second Class,4421
4,2,Late delivery,1,12/19/2015 7:55,Second Class,4441
4,2,Late delivery,1,10/31/2015 10:16,Second Class,4459
4,2,Late delivery,1,10/17/2015 15:11,Second Class,4464
4,2,Late delivery,1,9/27/2017 0:42,Second Class,4567
4,2,Late delivery,1,2/16/2017 16:57,Second Class,4599
4,2,Late delivery,1,12/27/2016 13:00,Second Class,5122
4,2,Late delivery,1,11-02-2016 13:57,Second Class,5124
4,2,Late delivery,1,11-11-2015 03:46,Second Class,5125
4,2,Late delivery,1,12/17/2015 20:53,Second Class,5127
4,2,Late delivery,1,1/18/2016 21:53,Second Class,5129
4,2,Late delivery,1,11/21/2015 16:01,Second Class,5130
4,2,Late delivery,1,10/14/2016 12:45,Second Class,5131
4,2,Late delivery,1,11-01-2015 03:47,Second Class,5132
4,2,Late delivery,1,11-11-2016 18:40,Second Class,5133
4,2,Late delivery,1,11/30/2015 22:29,Second Class,5135
4,2,Late delivery,1,1/22/2018 4:13,Second Class,5137
4,2,Late delivery,1,1/26/2018 15:04,Second Class,5138
4,2,Late delivery,1,01-04-2018 21:03,Second Class,5139
4,2,Late delivery,1,1/22/2018 11:13,Second Class,5153
4,2,Late delivery,1,12/14/2017 10:03,Second Class,5156
4,2,Late delivery,1,12-10-2015 20:43,Second Class,5161
4,2,Late delivery,1,12/17/2017 11:37,Second Class,5170
4,2,Late delivery,1,12/16/2017 16:21,Second Class,5172
4,2,Late delivery,1,8/16/2016 2:51,Second Class,5181
4,2,Late delivery,1,6/22/2016 23:04,Second Class,5189
4,2,Late delivery,1,08-01-2016 16:00,Second Class,5194
4,2,Late delivery,1,5/19/2016 1:45,Second Class,5196
4,2,Late delivery,1,5/21/2016 2:48,Second Class,5207
4,2,Late delivery,1,08-11-2016 21:15,Second Class,5210
4,2,Late delivery,1,05-12-2016 19:06,Second Class,5211
4,2,Late delivery,1,4/27/2016 18:15,Second Class,5221
4,2,Late delivery,1,06-08-2016 01:43,Second Class,5222
4,2,Late delivery,1,6/24/2016 22:22,Second Class,5227
4,2,Late delivery,1,7/20/2016 9:43,Second Class,5235
4,2,Late delivery,1,07-10-2016 16:44,Second Class,5237
4,2,Late delivery,1,6/27/2016 20:26,Second Class,5247
4,2,Late delivery,1,7/14/2016 4:49,Second Class,5250
4,2,Late delivery,1,5/24/2016 13:07,Second Class,5251
4,2,Late delivery,1,09-03-2016 00:01,Second Class,5258
4,2,Late delivery,1,12/28/2016 8:16,Second Class,5265
4,2,Late delivery,1,7/17/2017 19:01,Second Class,5267
4,2,Late delivery,1,7/23/2015 6:54,Second Class,5270
4,2,Late delivery,1,12-12-2016 17:24,Second Class,5274
4,2,Late delivery,1,10-06-2015 18:11,Second Class,5280
4,2,Late delivery,1,8/21/2017 9:20,Second Class,5284
4,2,Late delivery,1,02-10-2017 01:33,Second Class,5295
4,2,Late delivery,1,4/18/2017 12:08,Second Class,5296
4,2,Late delivery,1,5/20/2017 11:24,Second Class,5302
4,2,Late delivery,1,2/13/2017 18:53,Second Class,5309
4,2,Late delivery,1,2/18/2016 8:21,Second Class,5315
4,2,Late delivery,1,12/18/2015 14:24,Second Class,5320
4,2,Late delivery,1,2/24/2016 13:15,Second Class,5326
4,2,Late delivery,1,2/17/2016 18:20,Second Class,5327
4,2,Late delivery,1,08-01-2016 23:01,Second Class,5340
4,2,Late delivery,1,8/24/2016 5:17,Second Class,5345
4,2,Late delivery,1,5/13/2016 17:52,Second Class,5346
4,2,Late delivery,1,11/16/2016 10:47,Second Class,5348
4,2,Late delivery,1,9/17/2016 21:22,Second Class,5349
4,2,Late delivery,1,9/28/2016 6:07,Second Class,5354
4,2,Late delivery,1,12-05-2016 11:59,Second Class,5356
4,2,Late delivery,1,12/18/2016 10:02,Second Class,5359
4,2,Late delivery,1,7/20/2015 0:04,Second Class,5360
4,2,Late delivery,1,7/13/2017 9:55,Second Class,5361
4,2,Late delivery,1,8/24/2017 7:24,Second Class,5364
4,2,Late delivery,1,8/25/2017 14:56,Second Class,5368
4,2,Late delivery,1,04-05-2017 05:19,Second Class,5372
4,2,Late delivery,1,01-09-2015 02:47,Second Class,5380
4,2,Late delivery,1,11/30/2015 6:43,Second Class,5396
4,2,Late delivery,1,11/22/2015 0:46,Second Class,5400
4,2,Late delivery,1,05-05-2016 20:41,Second Class,5402
4,2,Late delivery,1,06-04-2016 17:08,Second Class,5406
4,2,Late delivery,1,8/15/2016 5:50,Second Class,5409
4,2,Late delivery,1,08-10-2016 15:28,Second Class,5411
4,2,Late delivery,1,05-12-2016 12:05,Second Class,5412
4,2,Late delivery,1,01-01-2017 06:51,Second Class,5419
4,2,Late delivery,1,8/30/2017 14:03,Second Class,5421
4,2,Late delivery,1,10-07-2016 17:50,Second Class,5423
4,2,Late delivery,1,6/23/2017 11:42,Second Class,5427
4,2,Late delivery,1,6/30/2015 8:51,Second Class,5430
4,2,Late delivery,1,9/23/2015 0:51,Second Class,5434
4,2,Late delivery,1,06-12-2017 21:42,Second Class,5448
4,2,Late delivery,1,03-11-2017 06:14,Second Class,5455
4,2,Late delivery,1,2/27/2017 20:58,Second Class,5458
4,2,Late delivery,1,04-03-2015 11:47,Second Class,5464
4,2,Late delivery,1,04-11-2015 15:58,Second Class,5466
4,2,Late delivery,1,1/28/2015 2:14,Second Class,5467
4,2,Late delivery,1,03-10-2015 09:43,Second Class,5469
4,2,Late delivery,1,06-01-2015 11:10,Second Class,5471
4,2,Late delivery,1,01-07-2018 05:07,Second Class,5475
4,2,Late delivery,1,10-07-2016 12:35,Second Class,5481
4,2,Late delivery,1,1/21/2016 7:42,Second Class,5489
4,2,Late delivery,1,11/20/2017 2:44,Second Class,5493
4,2,Late delivery,1,01-06-2016 19:06,Second Class,5495
4,2,Late delivery,1,01-03-2016 01:46,Second Class,5498
4,2,Late delivery,1,12/27/2015 6:51,Second Class,5500
4,2,Late delivery,1,4/16/2016 5:28,Second Class,5506
4,2,Late delivery,1,10/13/2016 19:14,Second Class,5507
4,2,Late delivery,1,7/13/2016 6:03,Second Class,5514
4,2,Late delivery,1,1/18/2017 0:00,Second Class,5517
4,2,Late delivery,1,1/27/2017 23:59,Second Class,5519
4,2,Late delivery,1,2/13/2016 21:30,Second Class,5521
4,2,Late delivery,1,7/15/2016 10:36,Second Class,5525
4,2,Late delivery,1,03-10-2017 17:58,Second Class,5529
4,2,Late delivery,1,03-01-2016 18:09,Second Class,5533
4,2,Late delivery,1,04-03-2015 17:02,Second Class,5537
4,2,Late delivery,1,9/13/2016 21:02,Second Class,5540
4,2,Late delivery,1,01-08-2017 10:32,Second Class,7717
4,2,Late delivery,1,09-05-2015 15:57,Second Class,7722
4,2,Late delivery,1,7/15/2015 18:28,Second Class,7727
4,2,Late delivery,1,10-10-2015 09:46,Second Class,7740
4,2,Late delivery,1,07-12-2015 15:09,Second Class,7741
4,2,Late delivery,1,10/25/2017 1:22,Second Class,7746
4,2,Late delivery,1,10/27/2015 11:40,Second Class,7752
4,2,Late delivery,1,1/25/2015 21:41,Second Class,7769
4,2,Late delivery,1,3/20/2015 14:57,Second Class,7778
4,2,Late delivery,1,04-01-2017 10:14,Second Class,7787
4,2,Late delivery,1,04-10-2017 04:27,Second Class,7795
4,2,Late delivery,1,11/23/2017 2:33,Second Class,7806
4,2,Late delivery,1,1/30/2016 22:55,Second Class,7810
4,2,Late delivery,1,12/15/2015 19:50,Second Class,7812
4,2,Late delivery,1,10-09-2016 17:08,Second Class,7820
4,2,Late delivery,1,01-05-2018 05:49,Second Class,7829
4,2,Late delivery,1,11/22/2015 6:01,Second Class,7832
4,2,Late delivery,1,1/22/2018 21:44,Second Class,7837
4,2,Late delivery,1,12-02-2017 00:15,Second Class,7838
4,2,Late delivery,1,09-07-2016 07:22,Second Class,7848
4,2,Late delivery,1,6/22/2016 3:48,Second Class,7852
4,2,Late delivery,1,9/23/2016 5:15,Second Class,7880
4,2,Late delivery,1,5/31/2017 13:39,Second Class,7884
4,2,Late delivery,1,6/19/2017 18:21,Second Class,7898
4,2,Late delivery,1,05-08-2016 18:45,Second Class,7903
4,2,Late delivery,1,08-02-2017 02:53,Second Class,7904
4,2,Late delivery,1,7/23/2016 11:17,Second Class,7914
4,2,Late delivery,1,04-08-2017 20:55,Second Class,8088
4,2,Late delivery,1,4/27/2017 15:06,Second Class,8093
4,2,Late delivery,1,10/31/2016 21:40,Second Class,8098
4,2,Late delivery,1,04-09-2016 21:04,Second Class,8108
4,2,Late delivery,1,11/27/2016 18:18,Second Class,8110
4,2,Late delivery,1,12/13/2016 5:39,Second Class,8111
4,2,Late delivery,1,11-10-2016 09:23,Second Class,8114
4,2,Late delivery,1,12-10-2016 23:21,Second Class,8125
4,2,Late delivery,1,04-06-2017 16:22,Second Class,8127
4,2,Late delivery,1,2/19/2016 22:53,Second Class,8139
4,2,Late delivery,1,2/26/2016 7:17,Second Class,8140
4,2,Late delivery,1,04-09-2016 15:49,Second Class,8147
4,2,Late delivery,1,6/21/2016 19:02,Second Class,8149
4,2,Late delivery,1,10-09-2016 06:37,Second Class,10276
4,2,Late delivery,1,1/19/2017 9:17,Second Class,10277
4,2,Late delivery,1,11/20/2016 19:53,Second Class,10288
4,2,Late delivery,1,12/27/2016 7:44,Second Class,10293
4,2,Late delivery,1,11-02-2017 12:34,Second Class,10296
4,2,Late delivery,1,10/18/2017 22:13,Second Class,10298
4,2,Late delivery,1,10/23/2016 8:42,Second Class,10306
4,2,Late delivery,1,08-12-2017 08:07,Second Class,10320
4,2,Late delivery,1,08-12-2017 23:53,Second Class,10322
4,2,Late delivery,1,06-11-2015 04:09,Second Class,10332
4,2,Late delivery,1,11-11-2017 08:31,Second Class,10335
4,2,Late delivery,1,09-12-2015 14:21,Second Class,10343
4,2,Late delivery,1,8/31/2015 13:19,Second Class,10344
4,2,Late delivery,1,7/17/2017 13:46,Second Class,10346
4,2,Late delivery,1,8/16/2015 5:28,Second Class,10357
4,2,Late delivery,1,7/13/2017 22:11,Second Class,10365
4,2,Late delivery,1,07-01-2015 21:38,Second Class,10380
4,2,Late delivery,1,04-05-2017 17:35,Second Class,10394
4,2,Late delivery,1,6/17/2017 8:33,Second Class,10395
4,2,Late delivery,1,06-01-2015 02:25,Second Class,10396
4,2,Late delivery,1,5/22/2017 0:11,Second Class,10401
4,2,Late delivery,1,2/27/2017 17:28,Second Class,10402
4,2,Late delivery,1,3/25/2017 1:19,Second Class,10404
4,2,Late delivery,1,3/16/2017 1:51,Second Class,10409
4,2,Late delivery,1,04-04-2017 10:03,Second Class,10421
4,2,Late delivery,1,4/22/2017 10:44,Second Class,10427
4,2,Late delivery,1,1/24/2017 15:25,Second Class,10438
4,2,Late delivery,1,4/13/2015 11:46,Second Class,10439
4,2,Late delivery,1,2/19/2015 12:01,Second Class,10444
4,2,Late delivery,1,3/16/2015 16:22,Second Class,10451
4,2,Late delivery,1,6/14/2017 1:43,Second Class,10453
4,2,Late delivery,1,11/27/2016 0:47,Second Class,10465
4,2,Late delivery,1,12-05-2016 01:28,Second Class,10467
4,2,Late delivery,1,12/18/2017 5:08,Second Class,10469
4,2,Late delivery,1,12/26/2017 7:35,Second Class,10484
4,2,Late delivery,1,04-03-2016 03:55,Second Class,10491
4,2,Late delivery,1,11/21/2017 6:45,Second Class,10507
4,2,Late delivery,1,1/16/2016 1:34,Second Class,10522
4,2,Late delivery,1,11/29/2017 5:42,Second Class,10526
4,2,Late delivery,1,1/29/2018 14:53,Second Class,10534
4,2,Late delivery,1,06-08-2016 17:29,Second Class,10550
4,2,Late delivery,1,5/14/2016 14:53,Second Class,10551
4,2,Late delivery,1,8/21/2016 21:14,Second Class,10552
4,2,Late delivery,1,7/23/2016 6:02,Second Class,10554
4,2,Late delivery,1,06-11-2016 10:18,Second Class,10568
4,2,Late delivery,1,4/13/2016 10:54,Second Class,10571
4,2,Late delivery,1,09-01-2016 07:44,Second Class,10574
4,2,Late delivery,1,9/16/2017 22:58,Second Class,10578
4,2,Late delivery,1,8/25/2017 6:11,Second Class,10581
4,2,Late delivery,1,5/24/2015 19:14,Second Class,10591
4,2,Late delivery,1,01-08-2016 18:24,Second Class,10595
4,2,Late delivery,1,03-12-2016 23:55,Second Class,10596
4,2,Late delivery,1,09-02-2016 13:30,Second Class,10597
4,2,Late delivery,1,11-06-2015 02:54,Second Class,10600
4,2,Late delivery,1,11-05-2016 12:01,Second Class,10601
4,2,Late delivery,1,06-10-2016 15:02,Second Class,10606
4,2,Late delivery,1,8/14/2016 17:34,Second Class,10614
4,2,Late delivery,1,08-03-2015 23:10,Second Class,10622
4,2,Late delivery,1,09-04-2015 15:25,Second Class,10627
4,2,Late delivery,1,5/14/2016 16:38,Second Class,10640
4,2,Late delivery,1,5/16/2016 10:41,Second Class,10641
4,2,Late delivery,1,06-08-2016 19:14,Second Class,10644
4,2,Late delivery,1,06-05-2015 02:46,Second Class,10648
4,2,Late delivery,1,05-06-2017 21:34,Second Class,10654
4,2,Late delivery,1,03-04-2017 14:50,Second Class,10655
4,2,Late delivery,1,7/21/2016 19:00,Second Class,10667
4,2,Late delivery,1,9/20/2016 21:11,Second Class,10668
4,2,Late delivery,1,7/15/2015 9:43,Second Class,10670
4,2,Late delivery,1,10-05-2015 19:24,Second Class,10671
4,2,Late delivery,1,5/16/2017 11:03,Second Class,10674
4,2,Late delivery,1,11/15/2015 18:07,Second Class,10680
4,2,Late delivery,1,08-03-2016 15:18,Second Class,10685
4,2,Late delivery,1,11-05-2017 05:23,Second Class,11267
4,2,Late delivery,1,11-06-2017 12:54,Second Class,11268
4,2,Late delivery,1,10/30/2017 18:00,Second Class,11271
4,2,Late delivery,1,10/27/2017 19:56,Second Class,11278
4,2,Late delivery,1,6/27/2017 20:48,Second Class,11280
4,2,Late delivery,1,9/27/2017 12:58,Second Class,11282
4,2,Late delivery,1,10/29/2017 8:43,Second Class,11284
4,2,Late delivery,1,9/22/2017 20:51,Second Class,11286
4,2,Late delivery,1,8/30/2017 19:18,Second Class,11289
4,2,Late delivery,1,07-03-2015 19:11,Second Class,11293
4,2,Late delivery,1,06-12-2015 04:41,Second Class,11297
4,2,Late delivery,1,9/22/2015 5:35,Second Class,11313
4,2,Late delivery,1,08-02-2015 01:38,Second Class,11317
4,2,Late delivery,1,6/18/2015 7:49,Second Class,11318
4,2,Late delivery,1,9/13/2015 7:52,Second Class,11320
4,2,Late delivery,1,7/13/2015 13:55,Second Class,11321
4,2,Late delivery,1,3/31/2015 4:57,Second Class,11327
4,2,Late delivery,1,4/20/2017 16:41,Second Class,11328
4,2,Late delivery,1,05-11-2017 08:26,Second Class,11334
4,2,Late delivery,1,4/15/2015 4:03,Second Class,11346
4,2,Late delivery,1,04-04-2017 15:19,Second Class,11348
4,2,Late delivery,1,1/26/2015 4:42,Second Class,11353
4,2,Late delivery,1,4/22/2015 5:58,Second Class,11362
4,2,Late delivery,1,12/30/2017 14:56,Second Class,11367
4,2,Late delivery,1,12-06-2017 07:37,Second Class,11369
4,2,Late delivery,1,01-07-2017 15:15,Second Class,11372
4,2,Late delivery,1,12-04-2015 19:19,Second Class,11380
4,2,Late delivery,1,11-06-2015 18:40,Second Class,11386
4,2,Late delivery,1,01-04-2016 07:32,Second Class,11391
4,2,Late delivery,1,1/31/2018 17:41,Second Class,11396
4,2,Late delivery,1,01-06-2016 10:20,Second Class,11404
4,2,Late delivery,1,11/25/2016 20:45,Second Class,11409
4,2,Late delivery,1,01-07-2016 10:52,Second Class,11410
4,2,Late delivery,1,01-10-2016 03:41,Second Class,11411
4,2,Late delivery,1,1/24/2018 22:47,Second Class,11416
4,2,Late delivery,1,12-02-2017 23:02,Second Class,11418
4,2,Late delivery,1,8/22/2016 2:29,Second Class,11419
4,2,Late delivery,1,6/27/2016 9:55,Second Class,11425
4,2,Late delivery,1,5/30/2016 5:46,Second Class,11427
4,2,Late delivery,1,05-06-2016 21:12,Second Class,11432
4,2,Late delivery,1,4/14/2016 23:41,Second Class,11436
4,2,Late delivery,1,7/16/2017 23:45,Second Class,11444
4,2,Late delivery,1,5/23/2017 11:13,Second Class,11449
4,2,Late delivery,1,05-11-2015 03:40,Second Class,11463
4,2,Late delivery,1,9/22/2016 4:43,Second Class,11467
4,2,Late delivery,1,4/27/2016 0:43,Second Class,11482
4,2,Late delivery,1,6/24/2016 3:06,Second Class,11484
4,2,Late delivery,1,4/28/2016 17:01,Second Class,11485
4,2,Late delivery,1,6/30/2015 5:21,Second Class,11490
4,2,Late delivery,1,6/26/2016 12:54,Second Class,11497
4,2,Late delivery,1,01-08-2017 21:02,Second Class,16522
4,2,Late delivery,1,12-02-2016 05:09,Second Class,16527
4,2,Late delivery,1,11-04-2017 11:52,Second Class,16539
4,2,Late delivery,1,10/19/2017 13:59,Second Class,16541
4,2,Late delivery,1,8/28/2017 18:16,Second Class,16543
4,2,Late delivery,1,09-10-2015 20:19,Second Class,16553
4,2,Late delivery,1,07-12-2015 09:53,Second Class,16554
4,2,Late delivery,1,8/20/2017 8:49,Second Class,16566
4,2,Late delivery,1,07-05-2015 04:28,Second Class,16568
4,2,Late delivery,1,09-03-2017 00:23,Second Class,16570
4,2,Late delivery,1,09-03-2017 17:54,Second Class,16571
4,2,Late delivery,1,08-10-2015 02:19,Second Class,16576
4,2,Late delivery,1,8/27/2017 7:14,Second Class,16581
4,2,Late delivery,1,7/17/2017 15:31,Second Class,16590
4,2,Late delivery,1,10/28/2017 4:41,Second Class,16591
4,2,Late delivery,1,7/30/2015 0:03,Second Class,16593
4,2,Late delivery,1,11-09-2017 16:14,Second Class,16596
4,2,Late delivery,1,9/16/2015 9:27,Second Class,16600
4,2,Late delivery,1,9/19/2017 22:47,Second Class,16603
4,2,Late delivery,1,07-12-2015 22:09,Second Class,16629
4,2,Late delivery,1,8/26/2015 1:57,Second Class,16635
4,2,Late delivery,1,09-11-2015 05:04,Second Class,16640
4,2,Late delivery,1,06-07-2015 19:34,Second Class,16642
4,2,Late delivery,1,10-01-2015 19:04,Second Class,16644
4,2,Late delivery,1,7/24/2017 12:11,Second Class,16645
4,2,Late delivery,1,10-08-2017 20:29,Second Class,16648
4,2,Late delivery,1,2/13/2017 20:38,Second Class,16656
4,2,Late delivery,1,05-06-2017 00:33,Second Class,16662
4,2,Late delivery,1,06-12-2017 07:41,Second Class,16675
4,2,Late delivery,1,04-01-2017 22:30,Second Class,16683
4,2,Late delivery,1,02-11-2017 10:50,Second Class,16686
4,2,Late delivery,1,1/31/2015 5:34,Second Class,16692
4,2,Late delivery,1,5/15/2017 14:02,Second Class,16694
4,2,Late delivery,1,1/27/2015 8:43,Second Class,16698
4,2,Late delivery,1,1/31/2017 5:04,Second Class,16699
4,2,Late delivery,1,3/30/2015 0:56,Second Class,16707
4,2,Late delivery,1,06-09-2017 14:52,Second Class,16709
4,2,Late delivery,1,03-04-2015 11:49,Second Class,16711
4,2,Late delivery,1,03-02-2017 17:17,Second Class,16720
4,2,Late delivery,1,01-10-2015 12:04,Second Class,16721
4,2,Late delivery,1,3/26/2015 0:35,Second Class,16725
4,2,Late delivery,1,4/29/2015 0:53,Second Class,16729
4,2,Late delivery,1,01-07-2015 10:30,Second Class,16736
4,2,Late delivery,1,3/30/2017 12:41,Second Class,16742
4,2,Late delivery,1,1/23/2018 11:45,Second Class,16750
4,2,Late delivery,1,12/29/2017 2:09,Second Class,16751
4,2,Late delivery,1,12/27/2017 23:52,Second Class,16752
4,2,Late delivery,1,9/21/2016 5:57,Second Class,16764
4,2,Late delivery,1,2/27/2016 4:19,Second Class,16776
4,2,Late delivery,1,12/21/2017 8:28,Second Class,16777
4,2,Late delivery,1,12/23/2015 3:00,Second Class,16787
4,2,Late delivery,1,1/14/2016 19:47,Second Class,16799
4,2,Late delivery,1,12/17/2017 8:07,Second Class,16802
4,2,Late delivery,1,12/16/2017 12:51,Second Class,16806
4,2,Late delivery,1,12/19/2015 11:25,Second Class,16811
4,2,Late delivery,1,12/25/2017 17:34,Second Class,16813
